sep=,
From: 2015-01-01,Store: googleplay,Cid: 260418,To: 2019-06-30,Ext_id: co.uk.getmondo
Submission date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Reply Delta,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link,Device Name,VersionCode,OS
2019-06-30T23:12:52+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,"great app, easy to use, great bank, easy to monitor your finances",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993403?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993403,,,
2019-06-30T21:06:55+00:00,co.uk.getmondo,,,en,,A Google user,4,,amazing app. only it has recently stopped working for me and crashes before opening. ive tried re installing it as well. but amazing bank.,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993402?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993402,,,
2019-06-30T20:38:23+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,simply superb,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993401?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993401,,,
2019-06-30T20:36:02+00:00,co.uk.getmondo,,kr,en,,Google 사용자,4,,it would have been a good warning to let the new user know that they can setup Google pay without a card only during the signup. If you dismiss it then you cannot add it to Google pay until you receive the card.,,,,,,,,,2023-11-20T00:26:07,,,,,,,,https://appfollow.io/gp/7439/review/5651853570?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=5651853570,,,
2019-06-30T17:48:19+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,Excellent,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993400?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993400,,,
2019-06-30T14:14:43+00:00,co.uk.getmondo,,,en,,A Google user,5,,"good app, works well.",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993399?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993399,,,
2019-06-30T13:56:31+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,Very happy with this bank!,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993398?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993398,,,
2019-06-30T13:14:43+00:00,co.uk.getmondo,,,en,,A Google user,1,,Signing up requires taking a photo of your passport (or other id). Problem is you need to be a professional photographer to take a photo that they'll accept! Eventually it tells you they need to chat but when chat opens nobody responds.,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993397?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993397,,,
2019-06-30T13:11:25+00:00,co.uk.getmondo,,,en,2.54.0,A Google user,5,,"Truly a fantastic bank, I'm using it to help get me and my finances back on track, it's easy to use, tracks your payment, automatic budget calculator and advises you on how much to save etc, when I'm back to form I'll surely be setting my current account with monzo, I wish all banks operated like this but if they did we wouldn't have monzo Thank you very much Monzo.",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993396?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993396,,,
2019-06-30T10:57:39+00:00,co.uk.getmondo,,,en,,A Google user,1,,"I hope it'll be great but cant activate the card.. the app crashes when I try and there's no other way to activate it online or by phone. I've tried deleting and redownloading, no luck. Any suggestions??",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993395?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993395,,,
2019-06-30T08:18:34+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,"Amazing, took less than 5 minutes to register. About 10 minutes later I picked up phone and I was a member. 5 more minutes I had a overdraft my bank would never give and set up the transfer from old one, got bank card that I not got yet setup on Google Pay. Started to verify PayPal and got notification instantly from Monzo. They beat the competition hands down, Starling took 48 hours to say application not accepted so clearly got a problem. I'm very impressed and that is not easy to do.",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993394?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993394,,,
2019-06-30T07:46:30+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,4,,"great app and service, only 4 stars because there's no weekly period for budgeting possible, which is frustrating",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993393?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993393,,,
2019-06-29T19:12:21+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,Excellent. Very useful.,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993392?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993392,,,
2019-06-29T15:22:20+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,1,,"I love monzo but it's been a few days now that the app doesn't work, it doesn't even start, it just freezes with the monzo logo and I'm not being able to contact anyone to help me, can someone tell me what to do?",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993391?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993391,,,
2019-06-29T14:08:00+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,okay,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993390?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993390,,,
2019-06-29T13:19:24+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,2,,Keeps crashing,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993389?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993389,,,
2019-06-29T00:59:47+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,The app works good. One of the best features is instant notifications. However it would be much better if it had some sort of lock like a passcode to access the app or even a fingerprint like every other banking app.,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993388?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993388,,,
2019-06-28T20:12:26+00:00,co.uk.getmondo,,,en,,A Google user,3,,"They don't let me register because I'm resident in Italy :( Monzo doesn't like Italians, they still eat our pizza tough... shame...",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993387?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993387,,,
2019-06-28T12:28:10+00:00,co.uk.getmondo,,,en,2.50.0,A Google user,1,,only UK not other countries use,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993386?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993386,,,
2019-06-28T12:00:24+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,love this app ❤️,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993385?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993385,,,
2019-06-28T11:00:51+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,2,,Amazing app on ios but terrible on android. Often becomes unusuable due to one particular bug that isnt being addressed.,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993384?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993384,,,
2019-06-28T05:28:23+00:00,co.uk.getmondo,,,en,,Użytkownik Google,5,,Great bank.,,,,,,,,,2025-04-29T11:58:36,,,,,,,,https://appfollow.io/gp/7439/review/6135415866?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6135415866,,,
2019-06-27T21:57:57+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,1,,"Absolutely awful and glitchy, could not set up the account. Repeatedly asking me to take steps I'd already taken and then refusing to accept my answer that I don't pay taxes anywhere else. Shame because I really wanted to use the bank and think it has innovative ideas, but the set up process is beyond awkward. 1 star.",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993383?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993383,,,
2019-06-27T21:22:05+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,5 stars all day!,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993382?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993382,,,
2019-06-27T21:08:57+00:00,co.uk.getmondo,,,en,,A Google user,5,,I recently have moved to the UK and this bank has been a lifesaver. I could not get a conventional bank account due to lack of utility bills as they are included in my rent. Fantastic Interface and you can get paid a day early !!! Absolutely brilliant cant say good enough words,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993381?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993381,,,
2019-06-27T12:55:42+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,4,,Good stuff. would be even better if you could change the reporting period e.g. weekly or fortnightly.,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993380?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993380,,,
2019-06-27T06:34:12+00:00,co.uk.getmondo,,,en,,Utilizator Google,5,,Perfect!,,,,,,,,,2025-04-29T11:58:41,,,,,,,,https://appfollow.io/gp/7439/review/6135417219?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6135417219,,,
2019-06-27T06:25:00+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,good bank and app!,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993379?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993379,,,
2019-06-27T03:33:00+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,Amazing,,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993378?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993378,,,
2019-06-26T22:25:53+00:00,co.uk.getmondo,,,en,2.53.1,A Google user,5,,"A beautiful user experience, innovative set of features and very impressive support. I have absolute faith in all that Monzo do. Great work guys!",,,,,,,,,2022-11-06T19:11:14,,,,,,,,https://appfollow.io/gp/7439/review/4754993377?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=4754993377,,,
2019-06-26T21:27:37+00:00,co.uk.getmondo,,hu,en,,Egy Google-felhasználó,5,,Easy to follow up. Great customer service. Low fees .Super!,,,,,,,,,2023-11-20T00:26:10,,,,,,,,https://appfollow.io/gp/7439/review/5651854861?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=5651854861,,,
